#Month,Customization,Task,Count
2024-02,/skf/mmd/external,supplierverificationreport.xml,39
2024-02,/skf/mmd/external,getCadObject.xml,266
2024-02,/skf/tolinfo,GetIBAs.xml,20
2024-02,/skf/mmd/external,getDescribedByWTDocuments.xml,423
2024-02,/skf/mupu,AddEPMDocumentDescribingAWTPart.xml,136
2024-02,/skf/mmd/external,getDrawing.xml,262
2024-02,/skf/mupu,GetPartsUsedByPart.xml,434
2024-02,/skf/mupu,RemoveWTDocumentDescribingAWTPart.xml,4
2024-02,/skf/mmd/external,getIBAFromWTPartEMSP.xml,12
2024-02,/skf/mmd/external,getPrimaryContent.xml,552
2024-02,/skf/mupu,getDocContent.xml,128
2024-02,/skf/mupu,ReassignTeam.xml,4
2024-02,/skf/wepi/v2_6p,CheckInObjectWithComment.xml,5988
2024-02,/skf/wedac,GetContent.xml,5187
2024-02,/skf/wepi/v2_6p,GetData.xml,5875
2024-02,/skf/mupu,Revise.xml,48
2024-02,/skf/wepi/v2_6p,CreateConfigSpecGroup.xml,7722
2024-02,/skf/wedac,GetObjects.xml,193
2024-02,/skf/wepi/v2_6p,ListWTLibraries.xml,2032
2024-02,/skf/wepi/v2_6p,GetContainers.xml,129680
2024-02,/skf/wepi/v2_6p,CheckOutObject.xml,6669
2024-02,/skf/util,GetAttributes.xml,12821
2024-02,/skf/wepi/v2_6p,ListWTViews.xml,7244
2024-02,/skf/wepi/v2_6p,GetUpdateData.xml,10788
2024-02,/skf/wepi/v2_6p,SelectConfigSpec.xml,142501
2024-02,/skf/wepi/v2_6p,RetrieveRelations.xml,10
2024-02,/skf/util,UpdateAttributes.xml,175
2024-02,/skf/wepi/v2_6p,SelectFormat.xml,387139
2024-02,/wt/federation/delegates/windchill,GetContentItems.xml,20
2024-02,/skf/wepi/v2_6p,UpdateWTPartUsageLink.xml,6
2024-02,/wt/federation/delegates/windchill,ListContentItems.xml,342
2024-02,/skf/wepi/v2_6p,UndoCheckOutObject.xml,522
2024-02,/skf/wepi/v2_6p,WepiQuery1.xml,435607
